Date,Engine,Benchmark,Operation,Value
2022-03-26,wizard,PolybenchC,bicg,0.013011214217555578
2022-03-27,wizard,PolybenchC,bicg,0.013047338094717838
2022-03-28,wizard,PolybenchC,bicg,0.013051303752178658
2022-03-29,wizard,PolybenchC,bicg,0.013079568702442892
2022-03-30,wizard,PolybenchC,bicg,0.013087286378907164
2022-03-31,wizard,PolybenchC,bicg,0.013093640146027543
2022-04-01,wizard,PolybenchC,bicg,0.013110504780278295
2022-04-02,wizard,PolybenchC,bicg,0.013106187571916622
2022-04-03,wizard,PolybenchC,bicg,0.013121561458598514
2022-04-04,wizard,PolybenchC,bicg,0.013139342731769465
2022-04-05,wizard,PolybenchC,bicg,0.013153616592521443
2022-04-06,wizard,PolybenchC,bicg,0.013162482498614481
2022-04-07,wizard,PolybenchC,bicg,0.01318524514732296
2022-04-08,wizard,PolybenchC,bicg,0.0131958841265572
2022-04-09,wizard,PolybenchC,bicg,0.013217164556708946
2022-04-10,wizard,PolybenchC,bicg,0.013235463563072505
2022-04-11,wizard,PolybenchC,bicg,0.013209884812711115
2022-04-12,wizard,PolybenchC,bicg,0.013170400729107674
2022-04-13,wizard,PolybenchC,bicg,0.013135329820708117
2022-04-14,wizard,PolybenchC,bicg,0.013100523477152745
2022-04-15,wizard,PolybenchC,bicg,0.013069955067680489
2022-04-16,wizard,PolybenchC,bicg,0.013038135802396548
2022-04-17,wizard,PolybenchC,bicg,0.013015320910424847
2022-04-18,wizard,PolybenchC,bicg,0.012982608802591398
2022-04-19,wizard,PolybenchC,bicg,0.012965371088580091
2022-04-20,wizard,PolybenchC,bicg,0.012931167034392869
2022-04-21,wizard,PolybenchC,bicg,0.012907215619530635
2022-04-22,wizard,PolybenchC,bicg,0.012878357234449602
2022-04-23,wizard,PolybenchC,bicg,0.012845977282543546
2022-04-24,wizard,PolybenchC,bicg,0.012835574022927254
2022-04-25,wizard,PolybenchC,bicg,0.012813457294612302
2022-04-26,wizard,PolybenchC,bicg,0.012785448476720175
2022-04-27,wizard,PolybenchC,bicg,0.012749535539579719
2022-04-28,wizard,PolybenchC,bicg,0.012710478226871151
2022-04-29,wizard,PolybenchC,bicg,0.012696031611587225
2022-04-30,wizard,PolybenchC,bicg,0.012659786446785766
2022-05-01,wizard,PolybenchC,bicg,0.012629077368621323
2022-05-02,wizard,PolybenchC,bicg,0.012612612318117174
2022-05-03,wizard,PolybenchC,bicg,0.012598988742086465
2022-05-04,wizard,PolybenchC,bicg,0.01255965920106324
2022-05-05,wizard,PolybenchC,bicg,0.012527183549760101
2022-05-06,wizard,PolybenchC,bicg,0.012489759242372955
2022-05-07,wizard,PolybenchC,bicg,0.012454611172197627
2022-05-08,wizard,PolybenchC,bicg,0.012434086514949493
2022-05-09,wizard,PolybenchC,bicg,0.012398483625730183
2022-05-10,wizard,PolybenchC,bicg,0.012370208887038705
2022-05-11,wizard,PolybenchC,bicg,0.012359626915260293
2022-05-12,wizard,PolybenchC,bicg,0.012343141849539961
2022-05-13,wizard,PolybenchC,bicg,0.012314217403247112
2022-05-14,wizard,PolybenchC,bicg,0.012296755460526325
2022-05-15,wizard,PolybenchC,bicg,0.01227003793245344
2022-05-16,wizard,PolybenchC,bicg,0.012241971867515111
2022-05-17,wizard,PolybenchC,bicg,0.012219461091956494
2022-05-18,wizard,PolybenchC,bicg,0.01219231637034673
2022-05-19,wizard,PolybenchC,bicg,0.012155447882271306
2022-05-20,wizard,PolybenchC,bicg,0.012145080693934999
2022-05-21,wizard,PolybenchC,bicg,0.012115618824412942
2022-05-22,wizard,PolybenchC,bicg,0.012093179487321548
2022-05-23,wizard,PolybenchC,bicg,0.012067231656854097
2022-05-24,wizard,PolybenchC,bicg,0.012042438138167206
2022-05-25,wizard,PolybenchC,bicg,0.012021020353867033
2022-05-26,wizard,PolybenchC,bicg,0.012003302451208137
2022-05-27,wizard,PolybenchC,bicg,0.011992542122878822
2022-05-28,wizard,PolybenchC,bicg,0.011960074264673607
2022-05-29,wizard,PolybenchC,bicg,0.011932006126843
2022-05-30,wizard,PolybenchC,bicg,0.011912911410041563
2022-05-31,wizard,PolybenchC,bicg,0.011879353985533338
2022-06-01,wizard,PolybenchC,bicg,0.011841024133755878
2022-06-02,wizard,PolybenchC,bicg,0.01182658419766786
2022-06-03,wizard,PolybenchC,bicg,0.011789799407929819
2022-06-04,wizard,PolybenchC,bicg,0.011757742807825827
2022-06-05,wizard,PolybenchC,bicg,0.01172547661446966
2022-06-06,wizard,PolybenchC,bicg,0.011711640558115945
2022-06-07,wizard,PolybenchC,bicg,0.011681596373120487
2022-06-08,wizard,PolybenchC,bicg,0.011662139234914208
2022-06-09,wizard,PolybenchC,bicg,0.011637413818180219
2022-06-10,wizard,PolybenchC,bicg,0.011606495089357275
2022-06-11,wizard,PolybenchC,bicg,0.011595275180267773
2022-06-12,wizard,PolybenchC,bicg,0.011582532036350545
2022-06-13,wizard,PolybenchC,bicg,0.011554378005942969
2022-06-14,wizard,PolybenchC,bicg,0.011543084557112416
2022-06-15,wizard,PolybenchC,bicg,0.011518140277525934
2022-06-16,wizard,PolybenchC,bicg,0.011506999948106835
2022-06-17,wizard,PolybenchC,bicg,0.011469239483073395
2022-06-18,wizard,PolybenchC,bicg,0.01142965695301493
2022-06-19,wizard,PolybenchC,bicg,0.011394584400154659
2022-06-20,wizard,PolybenchC,bicg,0.011359606284451809
2022-06-21,wizard,PolybenchC,bicg,0.011335792548605448
2022-06-22,wizard,PolybenchC,bicg,0.011316731369059972
2022-06-23,wizard,PolybenchC,bicg,0.011285733860230723
2022-06-24,wizard,PolybenchC,bicg,0.011272889279066238
2022-06-25,wizard,PolybenchC,bicg,0.011234427018143783
2022-06-26,wizard,PolybenchC,bicg,0.011223838966499032
2022-06-27,wizard,PolybenchC,bicg,0.011206353595933036
2022-06-28,wizard,PolybenchC,bicg,0.011169484903861453
2022-06-29,wizard,PolybenchC,bicg,0.011151866543117471
2022-06-30,wizard,PolybenchC,bicg,0.011141841366927365
2022-07-01,wizard,PolybenchC,bicg,0.011122057245111967
2022-07-02,wizard,PolybenchC,bicg,0.011083695467371415
2022-07-03,wizard,PolybenchC,bicg,0.01104494332154304
2022-07-04,wizard,PolybenchC,bicg,0.011011167468940727
2022-07-05,wizard,PolybenchC,bicg,0.010979281522073246
2022-07-06,wizard,PolybenchC,bicg,0.01096400850955559
2022-07-07,wizard,PolybenchC,bicg,0.010926908868287585
2022-07-08,wizard,PolybenchC,bicg,0.010897184269719619
2022-07-09,wizard,PolybenchC,bicg,0.01086212240017063
2022-07-10,wizard,PolybenchC,bicg,0.01082929706060163
2022-07-11,wizard,PolybenchC,bicg,0.010805210784874182
2022-07-12,wizard,PolybenchC,bicg,0.010792211297359513
2022-07-13,wizard,PolybenchC,bicg,0.010774219088700392
2022-07-14,wizard,PolybenchC,bicg,0.010752570940323
2022-07-15,wizard,PolybenchC,bicg,0.010733870369798358
2022-07-16,wizard,PolybenchC,bicg,0.010697247257176128
2022-07-17,wizard,PolybenchC,bicg,0.010681896197051816
2022-07-18,wizard,PolybenchC,bicg,0.010645018646225132
2022-07-19,wizard,PolybenchC,bicg,0.010625753019350646
2022-07-20,wizard,PolybenchC,bicg,0.010595266113133831
2022-07-21,wizard,PolybenchC,bicg,0.010581791527652413
2022-07-22,wizard,PolybenchC,bicg,0.010560880309640381
2022-07-23,wizard,PolybenchC,bicg,0.010545287648180392
2022-07-24,wizard,PolybenchC,bicg,0.01053200380491776
2022-07-25,wizard,PolybenchC,bicg,0.010508265830133388
2022-07-26,wizard,PolybenchC,bicg,0.010479860702359985
2022-07-27,wizard,PolybenchC,bicg,0.01045960333895687
2022-07-28,wizard,PolybenchC,bicg,0.010443814643803355
2022-07-29,wizard,PolybenchC,bicg,0.010432330709184548
2022-07-30,wizard,PolybenchC,bicg,0.01041403692642199
2022-07-31,wizard,PolybenchC,bicg,0.010391853003891217
2022-08-01,wizard,PolybenchC,bicg,0.010364276495252761
2022-08-02,wizard,PolybenchC,bicg,0.010348049438994509
2022-08-03,wizard,PolybenchC,bicg,0.010329225644288603
2022-08-04,wizard,PolybenchC,bicg,0.010305588671941044
2022-08-05,wizard,PolybenchC,bicg,0.010291862556304331
2022-08-06,wizard,PolybenchC,bicg,0.010254185271989324
2022-08-07,wizard,PolybenchC,bicg,0.010220892943179615
2022-08-08,wizard,PolybenchC,bicg,0.010190096189953852
2022-08-09,wizard,PolybenchC,bicg,0.010156906647383852
2022-08-10,wizard,PolybenchC,bicg,0.010143748308217264
2022-08-11,wizard,PolybenchC,bicg,0.01011398028370773
2022-08-12,wizard,PolybenchC,bicg,0.010089680014827197
2022-08-13,wizard,PolybenchC,bicg,0.010068788305033688
2022-08-14,wizard,PolybenchC,bicg,0.010031313384251403
2022-08-15,wizard,PolybenchC,bicg,0.01002117848721072
2022-08-16,wizard,PolybenchC,bicg,0.010006955320020364
2022-08-17,wizard,PolybenchC,bicg,0.009975316517930937
2022-08-18,wizard,PolybenchC,bicg,0.009939367983896618
2022-08-19,wizard,PolybenchC,bicg,0.009912403793852257
2022-08-20,wizard,PolybenchC,bicg,0.009876768121889779
2022-08-21,wizard,PolybenchC,bicg,0.009851231916084262
2022-08-22,wizard,PolybenchC,bicg,0.009830100877654666
2022-08-23,wizard,PolybenchC,bicg,0.00981522089175294
2022-08-24,wizard,PolybenchC,bicg,0.009777786035953546
2022-08-25,wizard,PolybenchC,bicg,0.009757796425791042
2022-08-26,wizard,PolybenchC,bicg,0.009724574271298489
2022-08-27,wizard,PolybenchC,bicg,0.0097080458377895
2022-08-28,wizard,PolybenchC,bicg,0.009694347341007723
2022-08-29,wizard,PolybenchC,bicg,0.009669468871682118
2022-08-30,wizard,PolybenchC,bicg,0.009651302879705621
2022-08-31,wizard,PolybenchC,bicg,0.00963399565911105
2022-09-01,wizard,PolybenchC,bicg,0.009594385655692286
2022-09-02,wizard,PolybenchC,bicg,0.00958002124113982
2022-09-03,wizard,PolybenchC,bicg,0.00955692763167119
2022-09-04,wizard,PolybenchC,bicg,0.009522256974214851
2022-09-05,wizard,PolybenchC,bicg,0.009499857171651431
2022-09-06,wizard,PolybenchC,bicg,0.009464822984917312
2022-09-07,wizard,PolybenchC,bicg,0.009432797462579048
2022-09-08,wizard,PolybenchC,bicg,0.009413966798852163
2022-09-09,wizard,PolybenchC,bicg,0.009390076268253672
2022-09-10,wizard,PolybenchC,bicg,0.009364046790135758
2022-09-11,wizard,PolybenchC,bicg,0.009329030091852366
2022-09-12,wizard,PolybenchC,bicg,0.009299291831802892
2022-09-13,wizard,PolybenchC,bicg,0.009267894389836093
2022-09-14,wizard,PolybenchC,bicg,0.00924676807860588
2022-09-15,wizard,PolybenchC,bicg,0.009225325841439992
2022-09-16,wizard,PolybenchC,bicg,0.00919594000400792
2022-09-17,wizard,PolybenchC,bicg,0.009160596925365288
2022-09-18,wizard,PolybenchC,bicg,0.009132391235465725
2022-09-19,wizard,PolybenchC,bicg,0.009114415911074527
2022-09-20,wizard,PolybenchC,bicg,0.009090892927880807
2022-09-21,wizard,PolybenchC,bicg,0.009065305060479444
2022-09-22,wizard,PolybenchC,bicg,0.009040022264818077
2022-09-23,wizard,PolybenchC,bicg,0.009011930762877509
2022-09-24,wizard,PolybenchC,bicg,0.008985381363130165
2022-09-25,wizard,PolybenchC,bicg,0.008951352184672044
2022-09-26,wizard,PolybenchC,bicg,0.008932630143113681
2022-09-27,wizard,PolybenchC,bicg,0.008909597993992742
2022-09-28,wizard,PolybenchC,bicg,0.008885343040376298
2022-09-29,wizard,PolybenchC,bicg,0.008855736736661702
2022-09-30,wizard,PolybenchC,bicg,0.008817998955835597
2022-10-01,wizard,PolybenchC,bicg,0.008801546428111167
2022-10-02,wizard,PolybenchC,bicg,0.008785486020843194
2022-10-03,wizard,PolybenchC,bicg,0.008771100774999185
2022-10-04,wizard,PolybenchC,bicg,0.008753024320082188
2022-10-05,wizard,PolybenchC,bicg,0.008733351478535059
2022-10-06,wizard,PolybenchC,bicg,0.008697919508698011
2022-10-07,wizard,PolybenchC,bicg,0.008658689242581437
2022-10-08,wizard,PolybenchC,bicg,0.00862700093081744
2022-10-09,wizard,PolybenchC,bicg,0.008596540510235968
2022-10-10,wizard,PolybenchC,bicg,0.008578532746519466
2022-10-11,wizard,PolybenchC,bicg,0.008556134238591483
2022-10-12,wizard,PolybenchC,bicg,0.008533319332821322
2022-10-13,wizard,PolybenchC,bicg,0.00849346473349718
2022-10-14,wizard,PolybenchC,bicg,0.008478377592600662
2022-10-15,wizard,PolybenchC,bicg,0.008447758349880997
2022-10-16,wizard,PolybenchC,bicg,0.008421998984568748
2022-10-17,wizard,PolybenchC,bicg,0.008383540336098868
2022-10-18,wizard,PolybenchC,bicg,0.008354166162418656
2022-10-19,wizard,PolybenchC,bicg,0.008320816940745062
2022-10-20,wizard,PolybenchC,bicg,0.00828084102001847
2022-10-21,wizard,PolybenchC,bicg,0.00825429961063803
2022-10-22,wizard,PolybenchC,bicg,0.008235240788684156
2022-10-23,wizard,PolybenchC,bicg,0.008198266729254815
2022-10-24,wizard,PolybenchC,bicg,0.008176515542854701
2022-10-25,wizard,PolybenchC,bicg,0.008139360089652608
2022-10-26,wizard,PolybenchC,bicg,0.008107347902174638
2022-10-27,wizard,PolybenchC,bicg,0.008082077165194405
2022-10-28,wizard,PolybenchC,bicg,0.008070161809730173
2022-10-29,wizard,PolybenchC,bicg,0.008030712445475723
2022-10-30,wizard,PolybenchC,bicg,0.00801525456217487
2022-10-31,wizard,PolybenchC,bicg,0.007995769080501511
2022-11-01,wizard,PolybenchC,bicg,0.007974851987831318
2022-11-02,wizard,PolybenchC,bicg,0.007939070341296053
2022-11-03,wizard,PolybenchC,bicg,0.00791467824573112
2022-11-04,wizard,PolybenchC,bicg,0.007880819521855051
2022-11-05,wizard,PolybenchC,bicg,0.007849366484536052
2022-11-06,wizard,PolybenchC,bicg,0.007819011671673879
2022-11-07,wizard,PolybenchC,bicg,0.0078066848224102965
2022-11-08,wizard,PolybenchC,bicg,0.00777025349100167
2022-11-09,wizard,PolybenchC,bicg,0.007754799655761121
2022-11-10,wizard,PolybenchC,bicg,0.007740199985027872
2022-11-11,wizard,PolybenchC,bicg,0.0077024194527460345
2022-11-12,wizard,PolybenchC,bicg,0.0076663725431005214
2022-11-13,wizard,PolybenchC,bicg,0.007633828618792614
2022-11-14,wizard,PolybenchC,bicg,0.007615127911682417
2022-11-15,wizard,PolybenchC,bicg,0.007585765240198897
2022-11-16,wizard,PolybenchC,bicg,0.007571253940932773
2022-11-17,wizard,PolybenchC,bicg,0.00755757961104513
2022-11-18,wizard,PolybenchC,bicg,0.007536589337920747
2022-11-19,wizard,PolybenchC,bicg,0.007525570567295144
2022-11-20,wizard,PolybenchC,bicg,0.007504598126668688
2022-11-21,wizard,PolybenchC,bicg,0.00748508570052119
2022-11-22,wizard,PolybenchC,bicg,0.007464656050910222
2022-11-23,wizard,PolybenchC,bicg,0.0074382063619165125
2022-11-24,wizard,PolybenchC,bicg,0.007403155959105215
2022-11-25,wizard,PolybenchC,bicg,0.007385193617413062
2022-11-26,wizard,PolybenchC,bicg,0.007358488633847867
2022-11-27,wizard,PolybenchC,bicg,0.007345066928401501
2022-11-28,wizard,PolybenchC,bicg,0.007310881251020523
2022-11-29,wizard,PolybenchC,bicg,0.007300652882240319
2022-11-30,wizard,PolybenchC,bicg,0.0072648514706513305
2022-12-01,wizard,PolybenchC,bicg,0.0072277420231776765
2022-12-02,wizard,PolybenchC,bicg,0.007190711245677039
2022-12-03,wizard,PolybenchC,bicg,0.00716662102093528
2022-12-04,wizard,PolybenchC,bicg,0.007143622966699761
2022-12-05,wizard,PolybenchC,bicg,0.007122810942555888
2022-12-06,wizard,PolybenchC,bicg,0.007111573280250145
2022-12-07,wizard,PolybenchC,bicg,0.007077727948665954
2022-12-08,wizard,PolybenchC,bicg,0.007055529273253623
2022-12-09,wizard,PolybenchC,bicg,0.007026751904365805
2022-12-10,wizard,PolybenchC,bicg,0.006990830869283105
2022-12-11,wizard,PolybenchC,bicg,0.006972774997667163
2022-12-12,wizard,PolybenchC,bicg,0.006949303705484901
2022-12-13,wizard,PolybenchC,bicg,0.006912830972983935
2022-12-14,wizard,PolybenchC,bicg,0.006902480922008857
2022-12-15,wizard,PolybenchC,bicg,0.006870872016291622
2022-12-16,wizard,PolybenchC,bicg,0.0068341702830924025
2022-12-17,wizard,PolybenchC,bicg,0.006798658283124176
2022-12-18,wizard,PolybenchC,bicg,0.006783331236129367
2022-12-19,wizard,PolybenchC,bicg,0.0067522511618724095
2022-12-20,wizard,PolybenchC,bicg,0.006715505360265274
2022-12-21,wizard,PolybenchC,bicg,0.006704887656162478
2022-12-22,wizard,PolybenchC,bicg,0.006673937131027515
2022-12-23,wizard,PolybenchC,bicg,0.006656834035950355
2022-12-24,wizard,PolybenchC,bicg,0.006621032168287493
2022-12-25,wizard,PolybenchC,bicg,0.006610578143611802
2022-12-26,wizard,PolybenchC,bicg,0.006595740554098972
2022-12-27,wizard,PolybenchC,bicg,0.006568608032853163
2022-12-28,wizard,PolybenchC,bicg,0.006534930620518584
2022-12-29,wizard,PolybenchC,bicg,0.00651886050744684
2022-12-30,wizard,PolybenchC,bicg,0.0064827322038606885
2022-12-31,wizard,PolybenchC,bicg,0.006448567329196106
2022-01-01,wizard,PolybenchC,mvt,0.013318215152294774
2022-01-02,wizard,PolybenchC,mvt,0.013320264148967559
2022-01-03,wizard,PolybenchC,mvt,0.013322392355152349
2022-01-04,wizard,PolybenchC,mvt,0.013356662596318299
2022-01-05,wizard,PolybenchC,mvt,0.013350910140736177
2022-01-06,wizard,PolybenchC,mvt,0.013352182978275538
2022-01-07,wizard,PolybenchC,mvt,0.013376189432313754
2022-01-08,wizard,PolybenchC,mvt,0.013374524809406355
2022-01-09,wizard,PolybenchC,mvt,0.013403460752729865
2022-01-10,wizard,PolybenchC,mvt,0.013406161137161948
2022-01-11,wizard,PolybenchC,mvt,0.013418776570132816
2022-01-12,wizard,PolybenchC,mvt,0.013436356994739293
2022-01-13,wizard,PolybenchC,mvt,0.013432766777597391
2022-01-14,wizard,PolybenchC,mvt,0.013466062925527033
2022-01-15,wizard,PolybenchC,mvt,0.013482507401623118
2022-01-16,wizard,PolybenchC,mvt,0.01350493954132626
2022-01-17,wizard,PolybenchC,mvt,0.013499663296736263
2022-01-18,wizard,PolybenchC,mvt,0.013537544008844228
2022-01-19,wizard,PolybenchC,mvt,0.013539626387068866
2022-01-20,wizard,PolybenchC,mvt,0.01357839002985628
2022-01-21,wizard,PolybenchC,mvt,0.013575518206930532
2022-01-22,wizard,PolybenchC,mvt,0.01360976787969869
2022-01-23,wizard,PolybenchC,mvt,0.013618750427004033
2022-01-24,wizard,PolybenchC,mvt,0.013616439707628266
2022-01-25,wizard,PolybenchC,mvt,0.013655899579930835
2022-01-26,wizard,PolybenchC,mvt,0.013679509278858039
2022-01-27,wizard,PolybenchC,mvt,0.013680568364007098
2022-01-28,wizard,PolybenchC,mvt,0.013694329672558408
2022-01-29,wizard,PolybenchC,mvt,0.013711477316071615
2022-01-30,wizard,PolybenchC,mvt,0.013720796859587681
2022-01-31,wizard,PolybenchC,mvt,0.013755793443404603
2022-02-01,wizard,PolybenchC,mvt,0.013782473722152156
2022-02-02,wizard,PolybenchC,mvt,0.013796493937550077
2022-02-03,wizard,PolybenchC,mvt,0.013832689894219099
2022-02-04,wizard,PolybenchC,mvt,0.01386043681384361
2022-02-05,wizard,PolybenchC,mvt,0.013875892509344347
2022-02-06,wizard,PolybenchC,mvt,0.01386668579937181
2022-02-07,wizard,PolybenchC,mvt,0.01388559861773768
2022-02-08,wizard,PolybenchC,mvt,0.013897123292542772
2022-02-09,wizard,PolybenchC,mvt,0.013893682151682475
2022-02-10,wizard,PolybenchC,mvt,0.013889892440642163
2022-02-11,wizard,PolybenchC,mvt,0.01388501961027903
2022-02-12,wizard,PolybenchC,mvt,0.013910328553863946
2022-02-13,wizard,PolybenchC,mvt,0.013931807719031008
2022-02-14,wizard,PolybenchC,mvt,0.013971014871324471
2022-02-15,wizard,PolybenchC,mvt,0.01397310887550118
2022-02-16,wizard,PolybenchC,mvt,0.013968805338686217
2022-02-17,wizard,PolybenchC,mvt,0.014005907483246347
2022-02-18,wizard,PolybenchC,mvt,0.01403633654260505
2022-02-19,wizard,PolybenchC,mvt,0.014036324624274716
2022-02-20,wizard,PolybenchC,mvt,0.014070376170975254
2022-02-21,wizard,PolybenchC,mvt,0.01406933962490269
2022-02-22,wizard,PolybenchC,mvt,0.014070070620160316
2022-02-23,wizard,PolybenchC,mvt,0.014075351273964226
2022-02-24,wizard,PolybenchC,mvt,0.014082023922965961
2022-02-25,wizard,PolybenchC,mvt,0.014093902185764458
2022-02-26,wizard,PolybenchC,mvt,0.014097746648074463
2022-02-27,wizard,PolybenchC,mvt,0.014100647275610657
2022-02-28,wizard,PolybenchC,mvt,0.014092739114316258
2022-03-01,wizard,PolybenchC,mvt,0.014123586084384266
2022-03-02,wizard,PolybenchC,mvt,0.014116409089563617
2022-03-03,wizard,PolybenchC,mvt,0.014109594793198555
2022-03-04,wizard,PolybenchC,mvt,0.014107601041572564
2022-03-05,wizard,PolybenchC,mvt,0.014141586679457188
2022-03-06,wizard,PolybenchC,mvt,0.014133978858833003
2022-03-07,wizard,PolybenchC,mvt,0.014166839168578863
2022-03-08,wizard,PolybenchC,mvt,0.014196287003153521
2022-03-09,wizard,PolybenchC,mvt,0.01423190911570145
2022-03-10,wizard,PolybenchC,mvt,0.014223782362993556
2022-03-11,wizard,PolybenchC,mvt,0.014228188055233529
2022-03-12,wizard,PolybenchC,mvt,0.014218255354172172
2022-03-13,wizard,PolybenchC,mvt,0.014242353747206412
2022-03-14,wizard,PolybenchC,mvt,0.014261346342252566
2022-03-15,wizard,PolybenchC,mvt,0.014294256392138589
2022-03-16,wizard,PolybenchC,mvt,0.0143258493283579
2022-03-17,wizard,PolybenchC,mvt,0.01435749506836223
2022-03-18,wizard,PolybenchC,mvt,0.014396733392603184
2022-03-19,wizard,PolybenchC,mvt,0.014401315312544915
2022-03-20,wizard,PolybenchC,mvt,0.01442187126770625
2022-03-21,wizard,PolybenchC,mvt,0.014445780497132025
2022-03-22,wizard,PolybenchC,mvt,0.01445653409542779
2022-03-23,wizard,PolybenchC,mvt,0.01445039639442858
2022-03-24,wizard,PolybenchC,mvt,0.01445201613583968
2022-03-25,wizard,PolybenchC,mvt,0.014482641827165355
2022-03-26,wizard,PolybenchC,mvt,0.014485934386594892
2022-03-27,wizard,PolybenchC,mvt,0.014477898596813532
2022-03-28,wizard,PolybenchC,mvt,0.014487232756913323
2022-03-29,wizard,PolybenchC,mvt,0.014510782771877543
2022-03-30,wizard,PolybenchC,mvt,0.014505020699156575
2022-03-31,wizard,PolybenchC,mvt,0.014505749500148515
2022-04-01,wizard,PolybenchC,mvt,0.014518164222219073
2022-04-02,wizard,PolybenchC,mvt,0.014517318258282615
2022-04-03,wizard,PolybenchC,mvt,0.01452263289402233
2022-04-04,wizard,PolybenchC,mvt,0.014512919087295977
2022-04-05,wizard,PolybenchC,mvt,0.014520865632867372
2022-04-06,wizard,PolybenchC,mvt,0.014522719382660037
2022-04-07,wizard,PolybenchC,mvt,0.014518521165949028
2022-04-08,wizard,PolybenchC,mvt,0.01452448228844056
2022-04-09,wizard,PolybenchC,mvt,0.014520311941260381
2022-04-10,wizard,PolybenchC,mvt,0.01453556667781159
2022-04-11,wizard,PolybenchC,mvt,0.014508847795771896
2022-04-12,wizard,PolybenchC,mvt,0.014498471059139517
2022-04-13,wizard,PolybenchC,mvt,0.014475560892249656
2022-04-14,wizard,PolybenchC,mvt,0.014437854399348209
2022-04-15,wizard,PolybenchC,mvt,0.014402950108405737
2022-04-16,wizard,PolybenchC,mvt,0.014374236350147784
2022-04-17,wizard,PolybenchC,mvt,0.014342453741944896
2022-04-18,wizard,PolybenchC,mvt,0.014316972799279747
2022-04-19,wizard,PolybenchC,mvt,0.014289909575751252
2022-04-20,wizard,PolybenchC,mvt,0.014277953193432068
2022-04-21,wizard,PolybenchC,mvt,0.01426423988254618
2022-04-22,wizard,PolybenchC,mvt,0.014246261826291946
2022-04-23,wizard,PolybenchC,mvt,0.014207430568534338
2022-04-24,wizard,PolybenchC,mvt,0.014180435853507024
2022-04-25,wizard,PolybenchC,mvt,0.014147444098639677
2022-04-26,wizard,PolybenchC,mvt,0.014119067001953742
2022-04-27,wizard,PolybenchC,mvt,0.014096224229863086
2022-04-28,wizard,PolybenchC,mvt,0.014080822360280203
2022-04-29,wizard,PolybenchC,mvt,0.01404858942612008
2022-04-30,wizard,PolybenchC,mvt,0.014028153830603214
2022-05-01,wizard,PolybenchC,mvt,0.014006011375539033
2022-05-02,wizard,PolybenchC,mvt,0.01397915694282417
2022-05-03,wizard,PolybenchC,mvt,0.013964481105548458
2022-05-04,wizard,PolybenchC,mvt,0.013926192676366373
2022-05-05,wizard,PolybenchC,mvt,0.01391013130273963
2022-05-06,wizard,PolybenchC,mvt,0.013878023377879599
2022-05-07,wizard,PolybenchC,mvt,0.013867498022264923
2022-05-08,wizard,PolybenchC,mvt,0.01383044536891202
2022-05-09,wizard,PolybenchC,mvt,0.013810275444685662
2022-05-10,wizard,PolybenchC,mvt,0.013770722228612708
2022-05-11,wizard,PolybenchC,mvt,0.0137344715082581
2022-05-12,wizard,PolybenchC,mvt,0.01370571238208922
2022-05-13,wizard,PolybenchC,mvt,0.013686348246254282
2022-05-14,wizard,PolybenchC,mvt,0.01366103314681001
2022-05-15,wizard,PolybenchC,mvt,0.013626345989424337
2022-05-16,wizard,PolybenchC,mvt,0.013591383174241583
2022-05-17,wizard,PolybenchC,mvt,0.013559591156616467
2022-05-18,wizard,PolybenchC,mvt,0.013527700671169955
2022-05-19,wizard,PolybenchC,mvt,0.013502287626051521
2022-05-20,wizard,PolybenchC,mvt,0.013472380093331609
2022-05-21,wizard,PolybenchC,mvt,0.013445676855348278
2022-05-22,wizard,PolybenchC,mvt,0.013428494604699994
2022-05-23,wizard,PolybenchC,mvt,0.013401105911738624
2022-05-24,wizard,PolybenchC,mvt,0.013384769682047775
2022-05-25,wizard,PolybenchC,mvt,0.013349978028448395
2022-05-26,wizard,PolybenchC,mvt,0.013318542671541641
2022-05-27,wizard,PolybenchC,mvt,0.013302266497558158
2022-05-28,wizard,PolybenchC,mvt,0.013288312028445975
2022-05-29,wizard,PolybenchC,mvt,0.01326017770396912
2022-05-30,wizard,PolybenchC,mvt,0.013244734943953392
2022-05-31,wizard,PolybenchC,mvt,0.013209423663289664
2022-06-01,wizard,PolybenchC,mvt,0.013194780710580698
2022-06-02,wizard,PolybenchC,mvt,0.013174993012735847
2022-06-03,wizard,PolybenchC,mvt,0.01316427217130158
2022-06-04,wizard,PolybenchC,mvt,0.013140155092233466
2022-06-05,wizard,PolybenchC,mvt,0.013118909932055455
2022-06-06,wizard,PolybenchC,mvt,0.01308687774768267
2022-06-07,wizard,PolybenchC,mvt,0.01305715803225394
2022-06-08,wizard,PolybenchC,mvt,0.013036016228366648
2022-06-09,wizard,PolybenchC,mvt,0.013005674068863857
2022-06-10,wizard,PolybenchC,mvt,0.012978509332793979
2022-06-11,wizard,PolybenchC,mvt,0.012955448363534686
2022-06-12,wizard,PolybenchC,mvt,0.012929026350653263
2022-06-13,wizard,PolybenchC,mvt,0.012891430762376518
2022-06-14,wizard,PolybenchC,mvt,0.01287144285099636
2022-06-15,wizard,PolybenchC,mvt,0.012841853951784226
2022-06-16,wizard,PolybenchC,mvt,0.012817675021853074
2022-06-17,wizard,PolybenchC,mvt,0.012791520427671208
2022-06-18,wizard,PolybenchC,mvt,0.012768637320090112
