Date,Engine,Operation,Value
2022-07-28,sm-base,bicg,0.019368106166139952
2022-07-29,sm-base,bicg,0.019407835845810344
2022-07-30,sm-base,bicg,0.019423203203012253
2022-07-31,sm-base,bicg,0.019443512141249456
2022-08-01,sm-base,bicg,0.019462482253084747
2022-08-02,sm-base,bicg,0.019495503662621944
2022-08-03,sm-base,bicg,0.019501452128594676
2022-08-04,sm-base,bicg,0.019505586557226468
2022-08-05,sm-base,bicg,0.01950997648740825
2022-08-06,sm-base,bicg,0.019516387153283073
2022-08-07,sm-base,bicg,0.01953985942660283
2022-08-08,sm-base,bicg,0.01956579811935321
2022-08-09,sm-base,bicg,0.019576533710203608
2022-08-10,sm-base,bicg,0.01961135777149812
2022-08-11,sm-base,bicg,0.019637877749045997
2022-08-12,sm-base,bicg,0.019653872073836905
2022-08-13,sm-base,bicg,0.01969307687975828
2022-08-14,sm-base,bicg,0.01971633647839944
2022-08-15,sm-base,bicg,0.019743004490258367
2022-08-16,sm-base,bicg,0.0197425934218063
2022-08-17,sm-base,bicg,0.019781943034463772
2022-08-18,sm-base,bicg,0.019802953709708408
2022-08-19,sm-base,bicg,0.019807946422824522
2022-08-20,sm-base,bicg,0.019816574603468137
2022-08-21,sm-base,bicg,0.019821360104049196
2022-08-22,sm-base,bicg,0.019844552817187132
2022-08-23,sm-base,bicg,0.019872163241204277
2022-08-24,sm-base,bicg,0.019895585887955525
2022-08-25,sm-base,bicg,0.019934321761826895
2022-08-26,sm-base,bicg,0.019936036994971113
2022-08-27,sm-base,bicg,0.019939411494878875
2022-08-28,sm-base,bicg,0.019969731481057348
2022-08-29,sm-base,bicg,0.0200048817248072
2022-08-30,sm-base,bicg,0.020024107373143273
2022-08-31,sm-base,bicg,0.020053509543721735
2022-09-01,sm-base,bicg,0.020078556873510192
2022-09-02,sm-base,bicg,0.020094008241383476
2022-09-03,sm-base,bicg,0.020035524312814034
2022-09-04,sm-base,bicg,0.01997630362525285
2022-09-05,sm-base,bicg,0.019933486769979587
2022-09-06,sm-base,bicg,0.01987614291010444
2022-09-07,sm-base,bicg,0.019838879308307286
2022-09-08,sm-base,bicg,0.019796322271124295
2022-09-09,sm-base,bicg,0.019757286388181697
2022-09-10,sm-base,bicg,0.019697393128539114
2022-09-11,sm-base,bicg,0.019647240155920422
2022-09-12,sm-base,bicg,0.01960793130708444
2022-09-13,sm-base,bicg,0.019559687305168147
2022-09-14,sm-base,bicg,0.019519266929407024
2022-09-15,sm-base,bicg,0.01948005698224821
2022-09-16,sm-base,bicg,0.019433110021433296
2022-09-17,sm-base,bicg,0.01938945474490551
2022-09-18,sm-base,bicg,0.01934398204443113
2022-09-19,sm-base,bicg,0.01930983988850258
2022-09-20,sm-base,bicg,0.019274459652971976
2022-09-21,sm-base,bicg,0.019221519409566498
2022-09-22,sm-base,bicg,0.019170912321184175
2022-09-23,sm-base,bicg,0.019112069509939045
2022-09-24,sm-base,bicg,0.019079166373371634
2022-09-25,sm-base,bicg,0.019030458432064187
2022-09-26,sm-base,bicg,0.018976838616546456
2022-09-27,sm-base,bicg,0.018929468384561186
2022-09-28,sm-base,bicg,0.018886558240652062
2022-09-29,sm-base,bicg,0.018838604180474224
2022-09-30,sm-base,bicg,0.018808421791339857
2022-10-01,sm-base,bicg,0.01874901658682809
2022-10-02,sm-base,bicg,0.018694533933262057
2022-10-03,sm-base,bicg,0.018647539788854754
2022-10-04,sm-base,bicg,0.018598579671864863
2022-10-05,sm-base,bicg,0.01856141038755271
2022-10-06,sm-base,bicg,0.01852454732412056
2022-10-07,sm-base,bicg,0.018471386582176084
2022-10-08,sm-base,bicg,0.018417837450356148
2022-10-09,sm-base,bicg,0.01838203905292466
2022-10-10,sm-base,bicg,0.018336903059709118
2022-10-11,sm-base,bicg,0.018306625975391434
2022-10-12,sm-base,bicg,0.018267864736355208
2022-10-13,sm-base,bicg,0.018237815220675167
2022-10-14,sm-base,bicg,0.01820551540736062
2022-10-15,sm-base,bicg,0.018174296341402506
2022-10-16,sm-base,bicg,0.018140157876796667
2022-10-17,sm-base,bicg,0.018083679124200985
2022-10-18,sm-base,bicg,0.018033955597534807
2022-10-19,sm-base,bicg,0.01797954099809543
2022-10-20,sm-base,bicg,0.017942993236275986
2022-10-21,sm-base,bicg,0.017906588765352546
2022-10-22,sm-base,bicg,0.017864777062719408
2022-10-23,sm-base,bicg,0.01780575676402
2022-10-24,sm-base,bicg,0.017770981997588656
2022-10-25,sm-base,bicg,0.01771949998241898
2022-10-26,sm-base,bicg,0.017673276293872647
2022-10-27,sm-base,bicg,0.017616249713657578
2022-10-28,sm-base,bicg,0.01758245191739142
2022-10-29,sm-base,bicg,0.017549316807648135
2022-10-30,sm-base,bicg,0.017494813920621036
2022-10-31,sm-base,bicg,0.01743688822792672
2022-11-01,sm-base,bicg,0.017386526573306246
2022-11-02,sm-base,bicg,0.017345303565484343
2022-11-03,sm-base,bicg,0.017290055076733542
2022-11-04,sm-base,bicg,0.017236792818001133
2022-11-05,sm-base,bicg,0.01719626021700498
2022-11-06,sm-base,bicg,0.017147845164943297
2022-11-07,sm-base,bicg,0.017104167606362686
2022-11-08,sm-base,bicg,0.017062550522895327
2022-11-09,sm-base,bicg,0.017026720470010553
2022-11-10,sm-base,bicg,0.016984392790810317
2022-11-11,sm-base,bicg,0.01693497293223426
2022-11-12,sm-base,bicg,0.016887896201610728
2022-11-13,sm-base,bicg,0.016836463478558862
2022-11-14,sm-base,bicg,0.016784158873963773
2022-11-15,sm-base,bicg,0.016742919736121128
2022-11-16,sm-base,bicg,0.016707855564978797
2022-11-17,sm-base,bicg,0.016655192280527847
2022-11-18,sm-base,bicg,0.016601815954336182
2022-11-19,sm-base,bicg,0.016561370964213635
2022-11-20,sm-base,bicg,0.016530719054001088
2022-11-21,sm-base,bicg,0.016490511446833733
2022-11-22,sm-base,bicg,0.016457870948483985
2022-11-23,sm-base,bicg,0.01642517131357643
2022-11-24,sm-base,bicg,0.01639276291735361
2022-11-25,sm-base,bicg,0.016358121195830244
2022-11-26,sm-base,bicg,0.01632543767030878
2022-11-27,sm-base,bicg,0.016281454178096753
2022-11-28,sm-base,bicg,0.01623163475509592
2022-11-29,sm-base,bicg,0.01620054115726502
2022-11-30,sm-base,bicg,0.016141070093231676
2022-12-01,sm-base,bicg,0.016105466253497742
2022-12-02,sm-base,bicg,0.016052385795506146
2022-12-03,sm-base,bicg,0.016022033854477202
2022-12-04,sm-base,bicg,0.015963302464451067
2022-12-05,sm-base,bicg,0.01590760812494584
2022-12-06,sm-base,bicg,0.015848814652395165
2022-12-07,sm-base,bicg,0.01580408835238876
2022-12-08,sm-base,bicg,0.01575428584731409
2022-12-09,sm-base,bicg,0.015694511442458807
2022-12-10,sm-base,bicg,0.015651989178363683
2022-12-11,sm-base,bicg,0.015598194762911598
2022-12-12,sm-base,bicg,0.015562581247814206
2022-12-13,sm-base,bicg,0.015507800690662541
2022-12-14,sm-base,bicg,0.015462041001910768
2022-12-15,sm-base,bicg,0.015418600290070288
2022-12-16,sm-base,bicg,0.015362810284502407
2022-12-17,sm-base,bicg,0.015305994056568063
2022-12-18,sm-base,bicg,0.015248327021804588
2022-12-19,sm-base,bicg,0.015214789238060125
2022-12-20,sm-base,bicg,0.015168878456912862
2022-12-21,sm-base,bicg,0.01513071538087544
2022-12-22,sm-base,bicg,0.01507126885160243
2022-12-23,sm-base,bicg,0.01502350005575199
2022-12-24,sm-base,bicg,0.014975716866881221
2022-12-25,sm-base,bicg,0.014919030687145533
2022-12-26,sm-base,bicg,0.014877116251616631
2022-12-27,sm-base,bicg,0.014818250200732916
2022-12-28,sm-base,bicg,0.014782647675439037
2022-12-29,sm-base,bicg,0.01474738506024048
2022-12-30,sm-base,bicg,0.014713643520613261
2022-12-31,sm-base,bicg,0.014661916677055888
2022-01-01,wizard,bicg,0.011853175817524899
2022-01-02,wizard,bicg,0.011878642235417547
2022-01-03,wizard,bicg,0.011902773808958213
2022-01-04,wizard,bicg,0.011902261315486383
2022-01-05,wizard,bicg,0.011927112295295052
2022-01-06,wizard,bicg,0.011921443492036068
2022-01-07,wizard,bicg,0.011934816581844363
2022-01-08,wizard,bicg,0.011938274758042846
2022-01-09,wizard,bicg,0.011951156293099872
2022-01-10,wizard,bicg,0.01197379746674371
2022-01-11,wizard,bicg,0.011989453833206633
2022-01-12,wizard,bicg,0.012007117132872697
2022-01-13,wizard,bicg,0.01204069026678669
2022-01-14,wizard,bicg,0.012072162591090554
2022-01-15,wizard,bicg,0.012073321135867838
2022-01-16,wizard,bicg,0.01207249202337921
2022-01-17,wizard,bicg,0.012086798619676363
2022-01-18,wizard,bicg,0.012122325353187156
2022-01-19,wizard,bicg,0.01212072150363918
2022-01-20,wizard,bicg,0.012148989297968335
2022-01-21,wizard,bicg,0.01214652353895237
2022-01-22,wizard,bicg,0.012154955031861795
2022-01-23,wizard,bicg,0.012149490381965722
2022-01-24,wizard,bicg,0.012189020099261694
2022-01-25,wizard,bicg,0.012225025319049725
2022-01-26,wizard,bicg,0.012219768246378403
2022-01-27,wizard,bicg,0.012254891642630501
2022-01-28,wizard,bicg,0.01224982999788867
2022-01-29,wizard,bicg,0.012266531728873032
2022-01-30,wizard,bicg,0.0122824087128272
2022-01-31,wizard,bicg,0.012318940662504035
2022-02-01,wizard,bicg,0.012324556978469589
2022-02-02,wizard,bicg,0.012361399616230274
2022-02-03,wizard,bicg,0.012360230339989202
2022-02-04,wizard,bicg,0.012385310137617947
2022-02-05,wizard,bicg,0.012380603062424866
2022-02-06,wizard,bicg,0.012385473764706742
2022-02-07,wizard,bicg,0.012410963301733672
2022-02-08,wizard,bicg,0.012443691901660496
2022-02-09,wizard,bicg,0.012450270638605435
2022-02-10,wizard,bicg,0.01246201163161526
2022-02-11,wizard,bicg,0.012455877274190055
2022-02-12,wizard,bicg,0.012473974892637187
2022-02-13,wizard,bicg,0.012498794042145739
2022-02-14,wizard,bicg,0.012507923432430266
2022-02-15,wizard,bicg,0.012514005241414619
2022-02-16,wizard,bicg,0.01251224934555558
2022-02-17,wizard,bicg,0.012509139164330402
2022-02-18,wizard,bicg,0.012502680452610345
2022-02-19,wizard,bicg,0.01250908887759091
2022-02-20,wizard,bicg,0.012515605345315711
2022-02-21,wizard,bicg,0.012527967498190046
2022-02-22,wizard,bicg,0.012555059131675176
2022-02-23,wizard,bicg,0.012547614539834932
2022-02-24,wizard,bicg,0.01257453862963224
2022-02-25,wizard,bicg,0.012582341962067195
2022-02-26,wizard,bicg,0.012589856302419067
2022-02-27,wizard,bicg,0.012623118482338812
2022-02-28,wizard,bicg,0.012649070946075881
2022-03-01,wizard,bicg,0.012663624816863912
2022-03-02,wizard,bicg,0.012673628109473674
2022-03-03,wizard,bicg,0.01267937350804381
2022-03-04,wizard,bicg,0.012669922195533432
2022-03-05,wizard,bicg,0.012679425225714932
2022-03-06,wizard,bicg,0.012687184004310403
2022-03-07,wizard,bicg,0.012719203153005261
2022-03-08,wizard,bicg,0.012757430081754007
2022-03-09,wizard,bicg,0.012767667723348633
2022-03-10,wizard,bicg,0.012792850451790265
2022-03-11,wizard,bicg,0.012813490004388525
2022-03-12,wizard,bicg,0.012822625635159941
2022-03-13,wizard,bicg,0.012844538155646812
2022-03-14,wizard,bicg,0.012847902222591882
2022-03-15,wizard,bicg,0.012858758815416066
2022-03-16,wizard,bicg,0.01287307461901757
2022-03-17,wizard,bicg,0.012894782896286032
2022-03-18,wizard,bicg,0.01291503855200622
2022-03-19,wizard,bicg,0.012927926762556923
2022-03-20,wizard,bicg,0.012953123041662568
2022-03-21,wizard,bicg,0.012943730196535634
2022-03-22,wizard,bicg,0.01296326614041019
2022-03-23,wizard,bicg,0.01297333172694563
2022-03-24,wizard,bicg,0.012970276196152628
2022-03-25,wizard,bicg,0.01300399674027311
2022-03-26,wizard,bicg,0.013011214217555578
2022-03-27,wizard,bicg,0.013047338094717838
2022-03-28,wizard,bicg,0.013051303752178658
2022-03-29,wizard,bicg,0.013079568702442892
2022-03-30,wizard,bicg,0.013087286378907164
2022-03-31,wizard,bicg,0.013093640146027543
2022-04-01,wizard,bicg,0.013110504780278295
2022-04-02,wizard,bicg,0.013106187571916622
2022-04-03,wizard,bicg,0.013121561458598514
2022-04-04,wizard,bicg,0.013139342731769465
2022-04-05,wizard,bicg,0.013153616592521443
2022-04-06,wizard,bicg,0.013162482498614481
2022-04-07,wizard,bicg,0.01318524514732296
2022-04-08,wizard,bicg,0.0131958841265572
2022-04-09,wizard,bicg,0.013217164556708946
2022-04-10,wizard,bicg,0.013235463563072505
2022-04-11,wizard,bicg,0.013209884812711115
2022-04-12,wizard,bicg,0.013170400729107674
2022-04-13,wizard,bicg,0.013135329820708117
2022-04-14,wizard,bicg,0.013100523477152745
2022-04-15,wizard,bicg,0.013069955067680489
2022-04-16,wizard,bicg,0.013038135802396548
2022-04-17,wizard,bicg,0.013015320910424847
2022-04-18,wizard,bicg,0.012982608802591398
2022-04-19,wizard,bicg,0.012965371088580091
2022-04-20,wizard,bicg,0.012931167034392869
2022-04-21,wizard,bicg,0.012907215619530635
2022-04-22,wizard,bicg,0.012878357234449602
2022-04-23,wizard,bicg,0.012845977282543546
2022-04-24,wizard,bicg,0.012835574022927254
2022-04-25,wizard,bicg,0.012813457294612302
2022-04-26,wizard,bicg,0.012785448476720175
2022-04-27,wizard,bicg,0.012749535539579719
2022-04-28,wizard,bicg,0.012710478226871151
2022-04-29,wizard,bicg,0.012696031611587225
2022-04-30,wizard,bicg,0.012659786446785766
2022-05-01,wizard,bicg,0.012629077368621323
2022-05-02,wizard,bicg,0.012612612318117174
2022-05-03,wizard,bicg,0.012598988742086465
2022-05-04,wizard,bicg,0.01255965920106324
2022-05-05,wizard,bicg,0.012527183549760101
2022-05-06,wizard,bicg,0.012489759242372955
2022-05-07,wizard,bicg,0.012454611172197627
2022-05-08,wizard,bicg,0.012434086514949493
2022-05-09,wizard,bicg,0.012398483625730183
2022-05-10,wizard,bicg,0.012370208887038705
2022-05-11,wizard,bicg,0.012359626915260293
2022-05-12,wizard,bicg,0.012343141849539961
2022-05-13,wizard,bicg,0.012314217403247112
2022-05-14,wizard,bicg,0.012296755460526325
2022-05-15,wizard,bicg,0.01227003793245344
2022-05-16,wizard,bicg,0.012241971867515111
2022-05-17,wizard,bicg,0.012219461091956494
2022-05-18,wizard,bicg,0.01219231637034673
2022-05-19,wizard,bicg,0.012155447882271306
2022-05-20,wizard,bicg,0.012145080693934999
2022-05-21,wizard,bicg,0.012115618824412942
2022-05-22,wizard,bicg,0.012093179487321548
2022-05-23,wizard,bicg,0.012067231656854097
2022-05-24,wizard,bicg,0.012042438138167206
2022-05-25,wizard,bicg,0.012021020353867033
2022-05-26,wizard,bicg,0.012003302451208137
2022-05-27,wizard,bicg,0.011992542122878822
2022-05-28,wizard,bicg,0.011960074264673607
2022-05-29,wizard,bicg,0.011932006126843
2022-05-30,wizard,bicg,0.011912911410041563
2022-05-31,wizard,bicg,0.011879353985533338
2022-06-01,wizard,bicg,0.011841024133755878
2022-06-02,wizard,bicg,0.01182658419766786
2022-06-03,wizard,bicg,0.011789799407929819
2022-06-04,wizard,bicg,0.011757742807825827
2022-06-05,wizard,bicg,0.01172547661446966
2022-06-06,wizard,bicg,0.011711640558115945
2022-06-07,wizard,bicg,0.011681596373120487
2022-06-08,wizard,bicg,0.011662139234914208
2022-06-09,wizard,bicg,0.011637413818180219
2022-06-10,wizard,bicg,0.011606495089357275
2022-06-11,wizard,bicg,0.011595275180267773
2022-06-12,wizard,bicg,0.011582532036350545
2022-06-13,wizard,bicg,0.011554378005942969
2022-06-14,wizard,bicg,0.011543084557112416
2022-06-15,wizard,bicg,0.011518140277525934
2022-06-16,wizard,bicg,0.011506999948106835
2022-06-17,wizard,bicg,0.011469239483073395
2022-06-18,wizard,bicg,0.01142965695301493
2022-06-19,wizard,bicg,0.011394584400154659
2022-06-20,wizard,bicg,0.011359606284451809
2022-06-21,wizard,bicg,0.011335792548605448
2022-06-22,wizard,bicg,0.011316731369059972
2022-06-23,wizard,bicg,0.011285733860230723
2022-06-24,wizard,bicg,0.011272889279066238
2022-06-25,wizard,bicg,0.011234427018143783
2022-06-26,wizard,bicg,0.011223838966499032
2022-06-27,wizard,bicg,0.011206353595933036
2022-06-28,wizard,bicg,0.011169484903861453
2022-06-29,wizard,bicg,0.011151866543117471
2022-06-30,wizard,bicg,0.011141841366927365
2022-07-01,wizard,bicg,0.011122057245111967
2022-07-02,wizard,bicg,0.011083695467371415
2022-07-03,wizard,bicg,0.01104494332154304
2022-07-04,wizard,bicg,0.011011167468940727
2022-07-05,wizard,bicg,0.010979281522073246
2022-07-06,wizard,bicg,0.01096400850955559
2022-07-07,wizard,bicg,0.010926908868287585
2022-07-08,wizard,bicg,0.010897184269719619
2022-07-09,wizard,bicg,0.01086212240017063
2022-07-10,wizard,bicg,0.01082929706060163
2022-07-11,wizard,bicg,0.010805210784874182
2022-07-12,wizard,bicg,0.010792211297359513
2022-07-13,wizard,bicg,0.010774219088700392
2022-07-14,wizard,bicg,0.010752570940323
2022-07-15,wizard,bicg,0.010733870369798358
2022-07-16,wizard,bicg,0.010697247257176128
2022-07-17,wizard,bicg,0.010681896197051816
2022-07-18,wizard,bicg,0.010645018646225132
2022-07-19,wizard,bicg,0.010625753019350646
2022-07-20,wizard,bicg,0.010595266113133831
2022-07-21,wizard,bicg,0.010581791527652413
2022-07-22,wizard,bicg,0.010560880309640381
2022-07-23,wizard,bicg,0.010545287648180392
2022-07-24,wizard,bicg,0.01053200380491776
2022-07-25,wizard,bicg,0.010508265830133388
2022-07-26,wizard,bicg,0.010479860702359985
2022-07-27,wizard,bicg,0.01045960333895687
2022-07-28,wizard,bicg,0.010443814643803355
2022-07-29,wizard,bicg,0.010432330709184548
2022-07-30,wizard,bicg,0.01041403692642199
2022-07-31,wizard,bicg,0.010391853003891217
2022-08-01,wizard,bicg,0.010364276495252761
2022-08-02,wizard,bicg,0.010348049438994509
2022-08-03,wizard,bicg,0.010329225644288603
2022-08-04,wizard,bicg,0.010305588671941044
2022-08-05,wizard,bicg,0.010291862556304331
2022-08-06,wizard,bicg,0.010254185271989324
2022-08-07,wizard,bicg,0.010220892943179615
2022-08-08,wizard,bicg,0.010190096189953852
2022-08-09,wizard,bicg,0.010156906647383852
2022-08-10,wizard,bicg,0.010143748308217264
2022-08-11,wizard,bicg,0.01011398028370773
2022-08-12,wizard,bicg,0.010089680014827197
2022-08-13,wizard,bicg,0.010068788305033688
2022-08-14,wizard,bicg,0.010031313384251403
2022-08-15,wizard,bicg,0.01002117848721072
2022-08-16,wizard,bicg,0.010006955320020364
2022-08-17,wizard,bicg,0.009975316517930937
2022-08-18,wizard,bicg,0.009939367983896618
2022-08-19,wizard,bicg,0.009912403793852257
2022-08-20,wizard,bicg,0.009876768121889779
2022-08-21,wizard,bicg,0.009851231916084262
2022-08-22,wizard,bicg,0.009830100877654666
2022-08-23,wizard,bicg,0.00981522089175294
2022-08-24,wizard,bicg,0.009777786035953546
2022-08-25,wizard,bicg,0.009757796425791042
2022-08-26,wizard,bicg,0.009724574271298489
2022-08-27,wizard,bicg,0.0097080458377895
2022-08-28,wizard,bicg,0.009694347341007723
2022-08-29,wizard,bicg,0.009669468871682118
2022-08-30,wizard,bicg,0.009651302879705621
2022-08-31,wizard,bicg,0.00963399565911105
2022-09-01,wizard,bicg,0.009594385655692286
2022-09-02,wizard,bicg,0.00958002124113982
2022-09-03,wizard,bicg,0.00955692763167119
2022-09-04,wizard,bicg,0.009522256974214851
2022-09-05,wizard,bicg,0.009499857171651431
2022-09-06,wizard,bicg,0.009464822984917312
2022-09-07,wizard,bicg,0.009432797462579048
2022-09-08,wizard,bicg,0.009413966798852163
2022-09-09,wizard,bicg,0.009390076268253672
2022-09-10,wizard,bicg,0.009364046790135758
2022-09-11,wizard,bicg,0.009329030091852366
2022-09-12,wizard,bicg,0.009299291831802892
2022-09-13,wizard,bicg,0.009267894389836093
2022-09-14,wizard,bicg,0.00924676807860588
2022-09-15,wizard,bicg,0.009225325841439992
2022-09-16,wizard,bicg,0.00919594000400792
2022-09-17,wizard,bicg,0.009160596925365288
2022-09-18,wizard,bicg,0.009132391235465725
2022-09-19,wizard,bicg,0.009114415911074527
2022-09-20,wizard,bicg,0.009090892927880807
2022-09-21,wizard,bicg,0.009065305060479444
2022-09-22,wizard,bicg,0.009040022264818077
2022-09-23,wizard,bicg,0.009011930762877509
2022-09-24,wizard,bicg,0.008985381363130165
2022-09-25,wizard,bicg,0.008951352184672044
2022-09-26,wizard,bicg,0.008932630143113681
2022-09-27,wizard,bicg,0.008909597993992742
2022-09-28,wizard,bicg,0.008885343040376298
2022-09-29,wizard,bicg,0.008855736736661702
2022-09-30,wizard,bicg,0.008817998955835597
2022-10-01,wizard,bicg,0.008801546428111167
2022-10-02,wizard,bicg,0.008785486020843194
2022-10-03,wizard,bicg,0.008771100774999185
2022-10-04,wizard,bicg,0.008753024320082188
2022-10-05,wizard,bicg,0.008733351478535059
2022-10-06,wizard,bicg,0.008697919508698011
2022-10-07,wizard,bicg,0.008658689242581437
2022-10-08,wizard,bicg,0.00862700093081744
2022-10-09,wizard,bicg,0.008596540510235968
2022-10-10,wizard,bicg,0.008578532746519466
2022-10-11,wizard,bicg,0.008556134238591483
2022-10-12,wizard,bicg,0.008533319332821322
2022-10-13,wizard,bicg,0.00849346473349718
2022-10-14,wizard,bicg,0.008478377592600662
2022-10-15,wizard,bicg,0.008447758349880997
2022-10-16,wizard,bicg,0.008421998984568748
2022-10-17,wizard,bicg,0.008383540336098868
2022-10-18,wizard,bicg,0.008354166162418656
2022-10-19,wizard,bicg,0.008320816940745062
2022-10-20,wizard,bicg,0.00828084102001847
2022-10-21,wizard,bicg,0.00825429961063803
2022-10-22,wizard,bicg,0.008235240788684156
2022-10-23,wizard,bicg,0.008198266729254815
2022-10-24,wizard,bicg,0.008176515542854701
2022-10-25,wizard,bicg,0.008139360089652608
2022-10-26,wizard,bicg,0.008107347902174638
2022-10-27,wizard,bicg,0.008082077165194405
2022-10-28,wizard,bicg,0.008070161809730173
2022-10-29,wizard,bicg,0.008030712445475723
2022-10-30,wizard,bicg,0.00801525456217487
2022-10-31,wizard,bicg,0.007995769080501511
2022-11-01,wizard,bicg,0.007974851987831318
2022-11-02,wizard,bicg,0.007939070341296053
2022-11-03,wizard,bicg,0.00791467824573112
2022-11-04,wizard,bicg,0.007880819521855051
2022-11-05,wizard,bicg,0.007849366484536052
2022-11-06,wizard,bicg,0.007819011671673879
2022-11-07,wizard,bicg,0.0078066848224102965
2022-11-08,wizard,bicg,0.00777025349100167
2022-11-09,wizard,bicg,0.007754799655761121
2022-11-10,wizard,bicg,0.007740199985027872
2022-11-11,wizard,bicg,0.0077024194527460345
2022-11-12,wizard,bicg,0.0076663725431005214
2022-11-13,wizard,bicg,0.007633828618792614
2022-11-14,wizard,bicg,0.007615127911682417
2022-11-15,wizard,bicg,0.007585765240198897
2022-11-16,wizard,bicg,0.007571253940932773
2022-11-17,wizard,bicg,0.00755757961104513
2022-11-18,wizard,bicg,0.007536589337920747
2022-11-19,wizard,bicg,0.007525570567295144
2022-11-20,wizard,bicg,0.007504598126668688
2022-11-21,wizard,bicg,0.00748508570052119
2022-11-22,wizard,bicg,0.007464656050910222
2022-11-23,wizard,bicg,0.0074382063619165125
2022-11-24,wizard,bicg,0.007403155959105215
2022-11-25,wizard,bicg,0.007385193617413062
2022-11-26,wizard,bicg,0.007358488633847867
2022-11-27,wizard,bicg,0.007345066928401501
2022-11-28,wizard,bicg,0.007310881251020523
2022-11-29,wizard,bicg,0.007300652882240319
2022-11-30,wizard,bicg,0.0072648514706513305
2022-12-01,wizard,bicg,0.0072277420231776765
2022-12-02,wizard,bicg,0.007190711245677039
2022-12-03,wizard,bicg,0.00716662102093528
2022-12-04,wizard,bicg,0.007143622966699761
2022-12-05,wizard,bicg,0.007122810942555888
2022-12-06,wizard,bicg,0.007111573280250145
2022-12-07,wizard,bicg,0.007077727948665954
2022-12-08,wizard,bicg,0.007055529273253623
2022-12-09,wizard,bicg,0.007026751904365805
2022-12-10,wizard,bicg,0.006990830869283105
2022-12-11,wizard,bicg,0.006972774997667163
2022-12-12,wizard,bicg,0.006949303705484901
2022-12-13,wizard,bicg,0.006912830972983935
2022-12-14,wizard,bicg,0.006902480922008857
2022-12-15,wizard,bicg,0.006870872016291622
2022-12-16,wizard,bicg,0.0068341702830924025
2022-12-17,wizard,bicg,0.006798658283124176
2022-12-18,wizard,bicg,0.006783331236129367
2022-12-19,wizard,bicg,0.0067522511618724095
2022-12-20,wizard,bicg,0.006715505360265274
2022-12-21,wizard,bicg,0.006704887656162478
2022-12-22,wizard,bicg,0.006673937131027515
2022-12-23,wizard,bicg,0.006656834035950355
2022-12-24,wizard,bicg,0.006621032168287493
2022-12-25,wizard,bicg,0.006610578143611802
2022-12-26,wizard,bicg,0.006595740554098972
2022-12-27,wizard,bicg,0.006568608032853163
2022-12-28,wizard,bicg,0.006534930620518584
2022-12-29,wizard,bicg,0.00651886050744684
2022-12-30,wizard,bicg,0.0064827322038606885
2022-12-31,wizard,bicg,0.006448567329196106
